255,128,0
255,138,11
255,148,23
255,158,34
255,167,45
255,176,57
255,184,68
255,192,80
255,199,91
255,206,102
255,213,114
255,219,125
246,216,129
233,209,132
219,201,137
203,191,144
185,179,152
162,166,163
154,159,164
147,154,163
139,148,161
130,142,160
122,135,159
113,128,159
104,120,158
95,112,158
88,104,155
81,96,153
75,88,150
69,81,146
63,73,143
57,65,139
52,57,135
47,49,131
42,42,126
